"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-01-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-01",,,,,"0.07",",,N","0.0","T,,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-02",,,,,"0.02",",,N","0.3",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-08",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-09",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-10",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-13",,,,,"0.05",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-14",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-17",,,,,"0.06",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-18",,,,,"0.17",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-21",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-22",,,,,"0.22",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-23",,,,,"0.18",",,N","0.0","T,,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-24",,,,,"0.04",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-25",,,,,"0.01",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-26",,,,,"0.00","T,,N","0.0","T,,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-02-28",,,,,"0.06",",,N","0.5",",,N","0.5",",,N",,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-01",,,,,"0.35",",,N","3.0",",,N","2.0",",,N",,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-02",,,,,"0.19",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-04",,,,,"0.30",",,N","0.0","T,,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-05",,,,,"1.20",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-08",,,,,"0.06",",,N","0.2",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-11",,,,,"0.36",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-12",,,,,"0.60",",,N","0.0","T,,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-14",,,,,"0.27",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-15",,,,,"0.20",",,N","0.4",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-24",,,,,"0.05",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-25",,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-26",,,,,"0.16",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-28",,,,,"0.20",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-29",,,,,"0.03",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-30",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-03-31",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-02",,,,,"0.41",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-06",,,,,"0.04",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-07",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-16",,,,,"0.79",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-17",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-18",,,,,"0.03",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-23",,,,,"0.81",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-24",,,,,"0.96",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-26",,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-27",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-29",,,,,"0.38",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-04-30",,,,,"1.70",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-02",,,,,"0.72",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-03",,,,,"0.12",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-04",,,,,"0.01",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-05",,,,,"0.09",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-06",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-08",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-09",,,,,"0.01",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-21",,,,,"0.75",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-22",,,,,"0.01",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-25",,,,,"0.01",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-05-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-04",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-07",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-10",,,,,"0.02",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-11",,,,,"0.03",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-13",,,,,"0.20",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-15",,,,,"0.15",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-17",,,,,"0.25",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-18",,,,,"0.03",",,N",,,,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1NJHD0018","KEARNY 1.7 NNW, NJ US","40.774342","-74.137109","25.6","2023-06-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
