STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.2.2023,0.05,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.2.2023,0.06,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.2.2023,0.17,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.2.2023,0.22,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.2.2023,0.18,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.2.2023,0.04,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.2.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.2.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.2.2023,0.06,0.5,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.3.2023,0.35,2.0,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.3.2023,0.19,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.3.2023,0.30,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.3.2023,1.20,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.3.2023,0.06,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.3.2023,0.36,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.3.2023,0.60,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.3.2023,0.27,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.3.2023,0.20,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.3.2023,0.05,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.3.2023,0.16,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.3.2023,0.20,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.3.2023,0.03,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,31.3.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.4.2023,0.41,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.4.2023,0.04,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.4.2023,0.79,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.4.2023,0.03,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.4.2023,0.81,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.4.2023,0.96,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.4.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.4.2023,0.38,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.4.2023,1.70,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.5.2023,0.72,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.5.2023,0.12,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.5.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.5.2023,0.09,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.5.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.5.2023,0.75,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.5.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.5.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,31.5.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.6.2023,0.02,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.6.2023,0.03,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.6.2023,0.20,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.6.2023,0.15,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.6.2023,0.25,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.6.2023,0.03,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.6.2023,0.03,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.6.2023,0.10,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.6.2023,0.15,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.6.2023,0.04,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.6.2023,0.96,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.6.2023,0.46,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.6.2023,0.02,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.6.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.7.2023,0.16,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.7.2023,0.16,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.7.2023,0.69,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,09.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.7.2023,0.20,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.7.2023,0.02,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.7.2023,0.80,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.7.2023,0.07,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.7.2023,0.52,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.7.2023,0.36,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.7.2023,0.06,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.7.2023,0.25,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.7.2023,0.25,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.7.2023,0.09,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.7.2023,0.07,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,31.7.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,02.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,03.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,04.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,05.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,06.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,07.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,08.8.2023,1.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,10.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,11.8.2023,0.43,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,12.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,13.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,14.8.2023,0.87,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,15.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,16.8.2023,0.56,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,17.8.2023,0.64,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,18.8.2023,0.19,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,19.8.2023,1.38,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,20.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,21.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,22.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,23.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,24.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,25.8.2023,0.01,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,26.8.2023,0.57,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,27.8.2023,0.45,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,28.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,29.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,30.8.2023,0.00,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,31.8.2023,0.31,,,,,
US1NJHD0018,"KEARNY 1.7 NNW, NJ US",40774342,-74137109,25.6,01.9.2023,0.00,,,,,
